Nome do Arquivo,Link,Caminho
ESTÉTICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1eP_lpFgJrObKIrMG00HtpkPgM7xLx6qM/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FILOSOFIA
ESCOLA DE FRANKFURT - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1VHg1DlughLmvljIpsb-3-_TjRe_ejF_6/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FILOSOFIA
FILOSOFIA E CIÊNCIA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/17JtRy7_bBKDaapd1cjdXQ_EuCs7Og_iO/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FILOSOFIA
PLATÃO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1MxBTHcSjGsL3eRqUzP20QPAqWsFhvOkm/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FILOSOFIA
SÓCRATES - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1KPGoQQ8wMPh3x1NuTGli0CkrKXTgubJe/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FILOSOFIA
FILOSOFIA POLÍTICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1UwsrpfjuareOdU6A-C_7Ablde50A114R/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FILOSOFIA
ESCOLÁSTICA E PATRÍSTICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1KKAtM7S-h-UQvBekvLHrd0T5f15kRuGG/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FILOSOFIA
CONFLITOS NO ORIENTE MÉDIO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1lPJM2OaZDiIWhd3BvQuIgaRhraEi_UUq/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
GRÉCIA ANTIGA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1t992r9lDomaUlH9fajqLcW9m6DwGpd3o/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
REFORMA PROTESTANTE - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1TijGod7PeYWCu-6VCK1sMKkhVn1dWU6l/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
REVOLUÇÃO FRANCESA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1nWwjlWJZ9FxVXFU98PBPQSO3HLU6BmSc/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
ROMA  – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1EreY00IjWEYN0gDlVLylrzOjppx51RB5/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
GUERRA FRIA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1Gyfr7jWHdSTuHKOztA193wMH_hwMk9Md/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
II GUERRA MUNDIAL - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1wYdxrA42DrvJTP2bLk2Mr4Beok0kdEUu/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
I GUERRA MUNDIAL - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/13G2O4i1EBtAXTaPHf7DFg8Oxqrw_TDkT/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
REVOLUÇÃO RUSSA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1uCWVcuCLedSAkPAE6Bq_sjiaQxDlb15P/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
IDADE MODERNA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1DtFVlmD7IyqHnxz22Z50Dmthsatqmx99/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
AMERICA ESPANHOLA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1jXYESjQBVKA2zyWAbqOgUnuWhR9diPeD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
ORGANIZAÇÃO DOS ESTADOS NACIONAIS E ABSOLUTISMO – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1hF7oQc6Dlrs3YW-yE-9eLujFSanXhhl9/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
GRANDES NAVEGAÇÕES  EXPANSÃO MARÍTIMA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1pywOhqaKupYtptl0-OsPo6Ttl51HIKeb/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
FEUDALISMO – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1fXkaVr9rkC9lOzV4RccxrmXoIr38kISD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
IDADE MÉDIA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1iw35C3iqgqRPk1R4nyA2HQKbtE5npjxi/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
ANTIGUIDADE CLÁSSICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1j80tbqAcqlnD_VqQ9pIfgL2NlEpwh4yL/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
ORIENTE MÉDIO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1kt_5qaVa6i32RxSYrHY-A1FNJwMrJaCf/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / HISTÓRIA GERAL
PILHAS - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/10c5HvhCtpJTPbr_HIbNbu7ngus5N9AeS/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
CINÉTICA QUÍMICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1rQv25mq0L8k-rWT1vIUBAVjXzVp66Ozo/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
BALANCEAMENTO DE REAÇÕES - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1874z3xQ10aWpcWD2AhNrRc7n3e4F4QJ1/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
DILUIÇÃO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1oG4rClCvIA3jwNOJefdMC3CCsC88q3Ar/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
EQUILIBRIO QUÍMICO – QUESTÕES SOMATORIAS.pdf,https://drive.google.com/file/d/1Vl9YhfPi9ajkN6LKtvIYvmhllmhsdzfB/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
PROPRIEDADES COLIGATIVAS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1XAG18zdbVV4cqbtiBoSpNg3dzOCAQsTw/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
ELETRÓLISE – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1AbRrv-YSWXCobRYK0hrOPnF63UQLkgMu/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
SOLUÇÕES – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1QmViSuJml-9DdtNKwesAySk8M1SPJ2PU/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
SOLUBILIDADE – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1_JZW-eZK6AINzwyufD2SAmz036Fiwb4G/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
ELETROQUÍMICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1Kz37kSaq4aXeXsKzS1Sn2qQ84O27044q/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
TERMOQUÍMICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1UwDyvIgej5zxKAiCevBGxonfO7Ptqi5O/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / FÍSICO-QUÍMICA
OXIDORREDUÇÃO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/18WVMzI5F9bzPiOl_6IDRrB2Y-YL9HaSK/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
FUNÇÕES INORGÂNICAS - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1oNqkd4Dvy-0vNNH-os_0yAF9EqHTZ2oe/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
CÁLCULO ESTEQUIOMÉTRICO – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1s--ZEQfQ_cv95kjq4fLfZoqPF4uvrJFj/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
PROPRIEDADES PERIÓDICAS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/16M70d5WjPzrNUh3PMzeY_kmTuXgVWtNy/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
TABELA PERIÓDICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1Opa3GNUNVpWRS0zuGOBzIXvJNSp4hmnv/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
ATOMÍSTICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1jsb5GDhCztekn57msNCgeRy666esRxYM/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
LIGAÇÃO COVALENTE - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1OeMaXOYsUSTpCf7TvpiMBQ8WiUKMVts0/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
PH E HIDRÓLISE – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1LI0twM7x5WrDRUiqnBg_ITkJx1mpsg7B/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
GEOMETRIA MOLECULAR - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1JDjZee9BLCc0ADWSkf4tm-YaGCoiv610/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
GASES - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1sj7-kFQ3gKAAN29ZxV9UNuLwGtIFTM03/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
SEPARAÇÃO DE MISTURAS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1QOjwZPw4zDKfW0_txAofstO5OeHP5pHh/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / GERAL E INORGÂNICA
REAÇÕES ORGÂNICAS – UEM – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/19IkEFzJaRu80iL3h0vGfXYhfhpLMME9z/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / ORGÂNICA
HIDROCARBONETOS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1KNrKrXwPjT7_Ybi_WtXhie_aEn6ffMKK/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / ORGÂNICA
REAÇÕES ORGÂNICAS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/15J2HtI0Foj-zEpGBl_KugrBK_q80mBZl/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / ORGÂNICA
ÁCIDOS E BASES ORGÂNICOS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1gFNln2KlKhca__yjlYxOif9j7o8UbfV8/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / ORGÂNICA
ISOMERIA- QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1sB8GCax8PnMetnhmK4USN7N6SNl7TtOF/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / ORGÂNICA
FUNÇÕES ORGÂNICAS - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1URBc0Z12r9R_HpVcTAP6dqP7x2ZtrwaB/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / QUÍMICA / ORGÂNICA
FÍSICA MODERNA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1ag-fZHE562r8o_L6r87_fL9_msB5k9LD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / FÍSICA MODERNA
RADIOATIVIDADE – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/15PTF8VxflozaZm_YAaPlsL_QMOptz_yc/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / FÍSICA MODERNA
ESPELHOS ESFÉRICOS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1QnFWsShgvzYoiHRiIQ2EPYBTAIHyW1bC/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ONDULATÓRIA E ACÚSTICA
MHS - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1w8VqAkv8xl-GYY18REP3R8YLVJTtYsXD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ONDULATÓRIA E ACÚSTICA
ÓPTICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1P2EIUEc8yEQUd-Vtn_PW4YHsBimFbUk2/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ONDULATÓRIA E ACÚSTICA
ONDULATÓRIA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/127Zvkeqgtbk5a8q3zIcYdfzC68rtSNMB/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ONDULATÓRIA E ACÚSTICA
ENERGIA MECÂNICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1yHgg2yZq0gvswfsm2J6ags8q5qItkKcJ/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ONDULATÓRIA E ACÚSTICA
ELETRIZAÇÃO – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1es-gZpnsFveyp03k8wfllGA9-5NPwy2g/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ELETRICIDADE E MAGNETISMO
CAPACITORES - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1goEQopNUPHUSxwlPMPq5aIjz5AN1o68M/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ELETRICIDADE E MAGNETISMO
CAMPO ELÉTRICO – QUESTÕES SOMATORIAS.pdf,https://drive.google.com/file/d/1UMDQ6OCNztO5fHtObaNW-csND7CXEzG_/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ELETRICIDADE E MAGNETISMO
FORÇA ELÉTRICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1gS4-EnMraLI0yB_saBR2lqSNFiDGCRTH/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ELETRICIDADE E MAGNETISMO
POTENCIAL ELÉTRICO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/14eFdv05fn89Q-ehi_jMgtjEY85BkeHyF/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ELETRICIDADE E MAGNETISMO
ELETROMAGNETISMO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1f7OxNLcKvSwPatJX7B2BBimDj6tVO7OL/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ELETRICIDADE E MAGNETISMO
ELETRODINÂMICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1oyrNm-3mxB1pisIICz6GqCsY0gb3ziGB/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ELETRICIDADE E MAGNETISMO
ELETROESTÁTICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/14NGrXock_GM6Kgwq9tDoJCA7OnxRbQMK/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / ELETRICIDADE E MAGNETISMO
TERMOFÍSICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1BAuWmoRMbonp_EVGTt21Rn4u3QzBw9GA/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / TERMODINÂMICA
CALORIMETRIA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1Lvq_B-8XsSNIzpSTRXYiGa3jWAuh5zGf/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / TERMODINÂMICA
TERMOMETRIA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/19oh-YHEAZcFvQE8XkyvVcScOIXFuQazA/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / TERMODINÂMICA
TERMODINÂMICA- QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1bRURCX3csQxXd8HeUlo_W1mKUk8EcSRS/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / TERMODINÂMICA
HIDROSTÁTICA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/19qsXXWEWVeEz44q7C58_L1Y1soZ-UwCA/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / MECÂNICA
LEIS DE NEWTON - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/16lf_FL_enLuIEW5hEPEU-mSOHbn3Myii/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / MECÂNICA
MOVIMENTO CIRCULAR-QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1f2jSQl71d847o0mFmfzCalIL4rMT0z2j/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / MECÂNICA
CINEMÁTICA VETORIAL – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/14EroSS4xWPHdMfCXP2lKOao_RdyaOeKX/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / MECÂNICA
DINÂMICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1eMtvhQSgoudsahXNHAn-LWT07DmATWjD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / MECÂNICA
LANÇAMENTO OBLÍQUO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1ZM5SVH4MNG7XzocfEg_jZ2VQzpf4z0lr/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / MECÂNICA
QUEDA LIVRE E MOVIMENTOS VERTICAIS - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1_aGk190q5tjhcHyONugLHZqeEIOcf-LN/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / MECÂNICA
"MU, MVU E MOVIMENTO VERTICAL – QUESTÕES SOMATÓRIAS.pdf",https://drive.google.com/file/d/1T-3-9h1-FdMx9xpvR0RDQ7kseGs4MMJl/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / FÍSICA / MECÂNICA
MIGRAÇÕES - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1-fgCMljc5s7iJODV4olQjHEstqL3DJy2/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA HUMANA
BLOCOS ECONÔMICOS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1lGEkaij6S8PKd4Rz3xRb9H5Xsv0LoLa8/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA HUMANA
GEOGRAFIA DO PARANÁ - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1W60LshZJXFkGcSvJ0ZVSpOyc_0KegK1Y/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA HUMANA
GEOGRAFIA_DO_PARANA_UEPG.pdf,https://drive.google.com/file/d/1F6ufwM8_5gIP3OMCZ8f_E2dtChiB-yKi/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA HUMANA
URBANIZAÇÃO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1Kd7ifH3P7C1bDtifalhwO1x9WKPajiTU/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA HUMANA
GLOBALIZAÇÃO - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1_s1QAhVHqOEmj-XSBgurQOr1a0P75940/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA HUMANA
GEOPOLÍTICA - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1YiKwrSdXM5sU6ECNdk8ByLnmouI-ShfJ/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA HUMANA
INDUSTRIALIZAÇÃO_QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1yRORjNotd76s8eZD-gE0QA5HIgjLTu6W/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA HUMANA
MEIO AMBIENTE - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1dX7PFp5VM7SB-K3A6DALdAUBdBI3EzdM/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA FÍSICA
CLIMAS E BIOMAS BRASILEIROS - QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1ooGKWTnrquGNO5GahUzsCOHx2-MNCAMK/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA FÍSICA
GEOLOGIA – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/12c7_KCedJFElStysItc1x1yTLeWfdQNV/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA FÍSICA
ORIENTAÇÃO E LOCALIZAÇÃO – QUESTÕES SOMATORIAS.pdf,https://drive.google.com/file/d/1Ivl11VwHY7JriyVbcNFNLhAlDX9Sqr6h/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA FÍSICA
FUSOS HORÁRIOS – QUESTÕES SOMATÓRIAS.pdf,https://drive.google.com/file/d/1NCVzDqf5zHnM2r6cOvWk7lfWnK-F0Cq3/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEM / LISTAS SOMATÓRIO / GEOGRAFIA FÍSICA
